Parameter,Mean,Median,StdDev,SEM,Frame1,Frame2,Frame3,Frame4,Frame5,Frame6,Frame7,Frame8,Frame9,Frame10,Frame11,Frame12,Frame13,Frame14,Frame15
Ch1-Ch2 Shift,11.214285714285714,10.5,17.90522099208804,4.623108180834695,-3.0,-4.0,-1.0,,72.0,-2.0,6.0,11.0,12.0,12.0,12.0,12.0,11.0,10.0,9.0
Ch 1 Peak Width,20.150762996607053,15.106108796605554,12.026514112548975,3.10523259138871,,11.721659309300152,7.539649598540478,,,,52.89998988848829,26.377371388931508,18.89859678456866,18.384528156452703,13.553150543526193,12.5963214062117,14.882950481914243,15.106108796605554,29.698066608138067
Ch 1 Peak Max,1139.3787627942615,1195.0846982164062,320.09022800217224,82.64694148907654,,615.1009769461629,612.7711297271355,,,,829.435555573672,993.346166071696,1154.886455252429,1266.4205765744298,1446.4089852563125,1544.9678774777929,1465.7349653066517,1409.009004334187,1195.0846982164062
Ch 1 Peak Min,578.5746820441165,578.5448387406461,19.791768916941553,5.110212760486682,,553.4031400913717,550.5508331778746,,,,572.5589981761318,600.9219390425695,616.5879305879312,573.34474398519,585.886969177765,593.6675784502158,554.7074051736088,584.1471258819774,578.5448387406461
Ch 1 Peak Amp,560.8040807501449,616.5398594757601,312.5011249227816,80.68744349980112,,61.69783685479115,62.22029654926098,,,,256.8765573975402,392.4242270291264,538.2985246644978,693.0758325892398,860.5220160785475,951.300299027577,911.0275601330429,824.8618784522096,616.5398594757601
Ch 1 Peak Rel Amp,0.9635741698920122,1.0656734244104917,0.540629225675683,0.13958986583432875,,0.11148804982314393,0.11301462607932981,,,,0.4486464420536786,0.6530369446227307,0.8730279948088141,1.208829137896732,1.4687509047798177,1.6024124165765805,1.6423569464480383,1.4120789813127776,1.0656734244104917
Ch 2 Peak Width,19.157112867372845,19.050899012282954,3.4216959559652325,0.8834780968825741,23.022291511039672,16.741240818070168,9.637837167342393,,,20.400101956779196,18.730004413721403,18.54988037444072,19.050899012282954,18.232924779312604,17.533555139399994,19.665484510420903,21.836071042091298,22.13948042789748,23.50269612304824
Ch 2 Peak Max,1503.167478419672,1681.2615913181276,502.0695872071805,129.6338099927095,700.4283729199269,716.7622997955206,715.194574510575,,,1057.7338008620118,1460.0505133518031,1603.6321308838883,1819.4280311331695,1978.7654402491341,2000.1018438524377,2034.4247338606424,1914.742029704744,1858.6518570137555,1681.2615913181276
Ch 2 Peak Min,699.2025035098229,713.2978943701594,43.918104288343535,11.339605767050337,621.8098768299851,606.9674504895983,642.4936770769395,,,744.015765055979,705.4013987825184,713.2978943701594,701.3350503420438,715.4296347915235,747.1690119698576,730.8272364129048,727.2438819490142,725.1976421014879,708.4440254556844
Ch 2 Peak Amp,803.9649749098493,972.8175658624432,467.23864788347305,120.64050013047749,78.6184960899418,109.7948493059223,72.70089743363542,,,313.71803580603273,754.6491145692847,890.3342365137289,1118.0929807911257,1263.3358054576106,1252.93283188258,1303.5974974477376,1187.4981477557299,1133.4542149122676,972.8175658624432
Ch 2 Peak Rel Amp,1.1192204543268705,1.3731749170115577,0.6388396101458879,0.1649476780661775,0.12643494260776694,0.18089083560800248,0.11315426132190462,,,0.42165509192191497,1.0698151660483874,1.24819411853149,1.594235138035419,1.7658421513748828,1.676906846791347,1.7837286741612728,1.632874716763837,1.5629590460715346,1.3731749170115577
