File Name,Num Frames,Ch1-Ch2 Pcnt No Shifts,Ch1-Ch2 Mean Shift,Ch1-Ch2 Median Shift,Ch1-Ch2 StdDev Shift,Ch1-Ch2 SEM Shift,Ch 1 Pcnt No Peaks,Ch 1 Mean Peak Width,Ch 1 Mean Peak Max,Ch 1 Mean Peak Min,Ch 1 Mean Peak Amp,Ch 1 Mean Peak Rel Amp,Ch 1 Median Peak Width,Ch 1 Median Peak Max,Ch 1 Median Peak Min,Ch 1 Median Peak Amp,Ch 1 Median Peak Rel Amp,Ch 1 StdDev Peak Width,Ch 1 StdDev Peak Max,Ch 1 StdDev Peak Min,Ch 1 StdDev Peak Amp,Ch 1 StdDev Peak Rel Amp,Ch 1 SEM Peak Width,Ch 1 SEM Peak Max,Ch 1 SEM Peak Min,Ch 1 SEM Peak Amp,Ch 1 SEM Peak Rel Amp,Ch 2 Pcnt No Peaks,Ch 2 Mean Peak Width,Ch 2 Mean Peak Max,Ch 2 Mean Peak Min,Ch 2 Mean Peak Amp,Ch 2 Mean Peak Rel Amp,Ch 2 Median Peak Width,Ch 2 Median Peak Max,Ch 2 Median Peak Min,Ch 2 Median Peak Amp,Ch 2 Median Peak Rel Amp,Ch 2 StdDev Peak Width,Ch 2 StdDev Peak Max,Ch 2 StdDev Peak Min,Ch 2 StdDev Peak Amp,Ch 2 StdDev Peak Rel Amp,Ch 2 SEM Peak Width,Ch 2 SEM Peak Max,Ch 2 SEM Peak Min,Ch 2 SEM Peak Amp,Ch 2 SEM Peak Rel Amp
FL.tif,51,0.0,13.588235294117647,15.0,7.556782359636355,1.0581611837532976,0.0,24.2096366282622,1418.3699334494952,488.4983158102435,929.8716176392516,1.936624972369847,20.662757376152214,1486.7290006031349,486.74714262039697,954.3319243402367,2.031332344115746,10.88407512792631,423.59382116859564,58.76722216849331,426.38274273153525,0.9234334353107967,1.5240753634699824,59.31499914997068,8.229057079619054,59.70552628202074,0.1293065448391276,3.9215686274509802,28.980034914606634,1779.983125321797,574.7670150362478,1205.2161102855484,2.145042052340754,30.45580669636371,1948.7703202004009,595.0143819855391,1293.0013638265482,2.1322066184188215,7.75909267593498,482.76269123964363,92.40972751335704,473.5799830924502,0.9657130257829846,1.0864902944239347,67.60029818546363,12.939950100740909,66.31446185186796,0.1352268716890341
