Parameter,Mean,Median,StdDev,SEM,Frame1,Frame2,Frame3,Frame4,Frame5,Frame6,Frame7,Frame8,Frame9,Frame10,Frame11,Frame12,Frame13,Frame14,Frame15,Frame16,Frame17,Frame18,Frame19,Frame20,Frame21,Frame22,Frame23,Frame24,Frame25,Frame26,Frame27,Frame28,Frame29,Frame30,Frame31,Frame32,Frame33,Frame34,Frame35,Frame36,Frame37,Frame38,Frame39,Frame40
Ch1-Ch2 Shift,5.628571428571429,6.0,4.092402118810029,0.6470655898369349,-2.0,1.0,-3.0,1.0,,,,-1.0,2.0,3.0,6.0,,5.0,1.0,,3.0,-4.0,6.0,6.0,10.0,6.0,9.0,9.0,8.0,11.0,12.0,10.0,8.0,8.0,7.0,7.0,6.0,7.0,5.0,6.0,6.0,8.0,8.0,10.0,12.0
Ch 1 Peak Width,41.94633758169966,46.5860878495794,17.3981464430156,2.7508884912543095,7.147497402145227,7.045337806520195,14.851349807374294,15.43925426305184,,,,,,,,30.083892273246306,26.037893175337942,21.587240397009097,21.791329109097035,22.720373431818928,20.22183818835927,29.943728778047173,34.00835451136102,53.80027249648346,54.67730982823774,53.219866612015466,55.99504624939739,54.45817713606064,58.471375064809266,60.66697807840514,65.53254244791196,62.04230097784743,57.10780992783196,56.0924526820554,59.216786209057084,55.710443554524524,56.388332875825554,56.1898186697812,52.29524226001962,46.5860878495794,46.47930821871161,45.19354035355964,40.27488380892985,42.95247575167631
Ch 1 Peak Max,1169.8164433020468,1189.945560590672,182.99335637549106,28.93379014127231,738.455952145933,734.3236532741234,748.1389514655291,774.9467075271314,,,,,,,,1037.6576359192968,1237.6295481260581,1210.2026986438473,1217.0884227789888,1159.3036972739833,1173.929081925592,1121.9038585303215,1121.12260688893,1159.9580338076903,1143.998963093375,1191.975842792283,1156.772190707512,1151.781488001774,1183.046148684267,1189.993518201567,1176.1571600289615,1189.945560590672,1134.4482016084642,1246.327759696065,1223.1354769076283,1230.1497062248877,1240.3252333870118,1312.3709771192362,1347.3889898627735,1400.946759598865,1450.5955564551214,1404.6261593884049,1413.032721120724,1382.263367190531
Ch 1 Peak Min,707.7284475723097,696.1406487624474,67.80784993192492,10.721362451188806,634.9193054204743,625.1690255915232,673.4752312814988,522.5364728511586,,,,,,,,795.7200244933389,826.7613714093911,813.7019435282883,761.4975610808987,831.3073708213615,820.7472655549624,777.8537798642735,785.0210793911303,772.428751383301,727.9181604461364,709.2716561044106,709.448768058329,713.52984661027,710.3347831914305,684.0750407970703,695.9195301590445,629.6802936498452,628.3270312955628,701.0155739753651,683.0213801997057,696.1406487624474,715.5342517277288,652.0849602353105,694.939668334777,680.1288393845215,642.9024696489766,675.5524643059647,684.2878626380997,679.7863576896248
Ch 1 Peak Amp,462.08799572973726,472.71136549283665,180.00742697986828,28.461673250141413,103.5366467254587,109.15462768260022,74.66372018403024,252.4102346759728,,,,,,,,241.93761142595793,410.868176716667,396.50075511555895,455.5908616980902,327.9963264526218,353.1818163706297,344.05007866604797,336.1015274977997,387.5292824243893,416.08080264723867,482.7041866878724,447.32342264918293,438.251641391504,472.71136549283665,505.9184774044967,480.237629869917,560.2652669408267,506.1211703129013,545.3121857206999,540.1140967079226,534.0090574624403,524.790981659283,660.2860168839256,652.4493215279965,720.8179202143434,807.6930868061447,729.0736950824402,728.7448584826244,702.4770095009062
Ch 1 Peak Rel Amp,0.6611151191437459,0.6654768662306152,0.28008145448679955,0.04428476632755364,0.16307056005627632,0.17460018525281248,0.11086334985469173,0.4830480699246239,,,,,,,,0.30404866533302033,0.4969610227631397,0.48728008857431787,0.5982827588461441,0.39455481566168443,0.4303173841606645,0.4423068802546421,0.42814331528330823,0.5017023016432053,0.5716038220453593,0.6805631982237486,0.6305225166201222,0.6142022558320213,0.6654768662306152,0.739565759942083,0.6900763796069412,0.8897614751342066,0.8055059628253104,0.7778888315252509,0.7907718738614024,0.7670993762708241,0.7334253816531114,1.012576668913903,0.938857502682792,1.0598255484455612,1.2563228871202554,1.07922586861031,1.0649682659475093,1.0333790926437532
Ch 2 Peak Width,35.94130634821532,41.093354393134845,13.605274746231714,2.151182819523078,16.61335004124924,17.317541284005415,13.042826725735507,21.38417417455574,7.214877630724146,,,31.461134244172897,,,,,,,,,,,,,,,,,46.78346001585385,61.13852453965095,,42.16194886316416,42.00443318291274,,40.80655549526867,44.16582949987034,46.74071752188014,47.79737082073669,42.377125414979446,47.92929831161861,41.38015329100102,36.12893002627197,34.086821697812,38.291054182842814
Ch 2 Peak Max,1088.5126720794663,1142.4556938248725,156.8345511642228,24.797719874457822,918.1413716539058,921.470432564649,936.3929009779877,635.4626595885372,939.7414775934641,,,910.3311097949843,,,,,,,,,,,,,,,,,1160.8813691272962,1140.762905940651,,1210.9078410366355,1078.046972926932,,1232.5979236812639,1212.5543035700443,1256.0531425968557,1179.084108975724,1236.3570655149979,1213.0235711366313,1210.8293764855603,1127.8690319005068,1144.1484817090939,1105.5973948136013
Ch 2 Peak Min,706.4161439331581,709.2722624759363,83.18957971415868,13.15342747444403,791.7703699326704,819.0023856902288,818.3855218855227,418.35993595026235,797.6992599475161,,,763.897393938186,,,,,,,,,,,,,,,,,705.774296669403,695.6270292126943,,723.1539167902804,645.001620562812,,727.5237528594214,726.166561466682,715.8033629583786,712.7702282824694,693.4786910404664,675.0948493361118,698.7851440409754,678.826046007868,660.2673758081719,660.9351362830421
Ch 2 Peak Amp,382.096528146308,452.075029175266,161.3479032588147,25.511343499517928,126.37100172123542,102.46804687442011,118.00737909246493,217.10272363827488,142.04221764594797,,,146.43371585679824,,,,,,,,,,,,,,,,,455.1070724578932,445.13587672795677,,487.75392424635515,433.04535236412005,,505.0741708218425,486.38774210336237,540.2497796384771,466.31388069325453,542.8783744745315,537.9287218005195,512.0442324445848,449.04298589263885,483.88110590092197,444.66225853055926
