File Name,Num Frames,Ch1-Ch2 Pcnt No Shifts,Ch1-Ch2 Mean Shift,Ch1-Ch2 Median Shift,Ch1-Ch2 StdDev Shift,Ch1-Ch2 SEM Shift,Ch 1 Pcnt No Peaks,Ch 1 Mean Peak Width,Ch 1 Mean Peak Max,Ch 1 Mean Peak Min,Ch 1 Mean Peak Amp,Ch 1 Mean Peak Rel Amp,Ch 1 Median Peak Width,Ch 1 Median Peak Max,Ch 1 Median Peak Min,Ch 1 Median Peak Amp,Ch 1 Median Peak Rel Amp,Ch 1 StdDev Peak Width,Ch 1 StdDev Peak Max,Ch 1 StdDev Peak Min,Ch 1 StdDev Peak Amp,Ch 1 StdDev Peak Rel Amp,Ch 1 SEM Peak Width,Ch 1 SEM Peak Max,Ch 1 SEM Peak Min,Ch 1 SEM Peak Amp,Ch 1 SEM Peak Rel Amp,Ch 2 Pcnt No Peaks,Ch 2 Mean Peak Width,Ch 2 Mean Peak Max,Ch 2 Mean Peak Min,Ch 2 Mean Peak Amp,Ch 2 Mean Peak Rel Amp,Ch 2 Median Peak Width,Ch 2 Median Peak Max,Ch 2 Median Peak Min,Ch 2 Median Peak Amp,Ch 2 Median Peak Rel Amp,Ch 2 StdDev Peak Width,Ch 2 StdDev Peak Max,Ch 2 StdDev Peak Min,Ch 2 StdDev Peak Amp,Ch 2 StdDev Peak Rel Amp,Ch 2 SEM Peak Width,Ch 2 SEM Peak Max,Ch 2 SEM Peak Min,Ch 2 SEM Peak Amp,Ch 2 SEM Peak Rel Amp
FL.tif,51,0.0,0.7058823529411765,4.0,14.942102796666845,2.0923128959671806,3.9215686274509802,35.27477140041737,1306.9873616504558,581.5310768603431,725.4562847901125,1.2502720789740114,36.28059960555342,1338.131509419104,594.3614296542626,770.082884384462,1.3399730830604348,8.880010637298694,313.7993535442602,41.105865063211674,309.37061308363013,0.547730979363286,1.2434502041366235,43.940698514889185,5.755972418475807,43.32055080845425,0.07669767818075661,11.76470588235294,36.843511716380114,1489.287404391783,618.8593138138323,870.4280905779509,1.4226488063016127,37.582450849055384,1507.5755191778003,627.8067597709239,865.8089433876194,1.3952555893148468,6.885042288250673,277.5685237820604,49.6401147993304,283.74811871461026,0.5150396862472562,0.9640987593928053,38.86736758050742,6.951006412236642,39.73268395164841,0.07211998151360677
