Parameter,Mean,Median,StdDev,SEM,Frame1,Frame2,Frame3,Frame4,Frame5,Frame6,Frame7,Frame8,Frame9,Frame10,Frame11,Frame12,Frame13,Frame14,Frame15,Frame16,Frame17,Frame18,Frame19,Frame20,Frame21,Frame22,Frame23,Frame24,Frame25,Frame26,Frame27,Frame28,Frame29,Frame30,Frame31,Frame32,Frame33,Frame34,Frame35,Frame36,Frame37,Frame38,Frame39,Frame40,Frame41,Frame42,Frame43,Frame44,Frame45,Frame46,Frame47,Frame48,Frame49,Frame50,Frame51
Ch1-Ch2 Shift,13.588235294117647,15.0,7.556782359636355,1.0581611837532976,1.0,-4.0,3.0,-2.0,2.0,-1.0,-1.0,4.0,1.0,2.0,15.0,9.0,14.0,10.0,14.0,17.0,19.0,17.0,21.0,20.0,19.0,20.0,25.0,26.0,24.0,23.0,22.0,22.0,20.0,20.0,19.0,18.0,18.0,18.0,17.0,18.0,18.0,16.0,16.0,14.0,14.0,12.0,14.0,14.0,12.0,10.0,15.0,13.0,13.0,11.0,11.0
Ch 1 Peak Width,24.2096366282622,20.662757376152214,10.88407512792631,1.5240753634699824,14.84189597269649,6.723968492176581,6.825936766399039,14.290976789217865,19.878304522600246,10.9008392364832,8.590065861208991,12.866564299743622,12.299463717208624,28.999564651783082,47.69173703846021,45.42301060240587,62.780249113962206,29.61366301750872,43.97903926499309,33.680434056840724,46.008858552896825,29.67494280723131,25.894557011678664,27.697606915971342,19.42232279514439,19.072660225887745,28.72691863259905,26.87943957472207,26.25848884375266,24.110374993206534,22.89167489683716,20.789677598493398,19.877614264026093,17.27471856359405,17.22107077928635,15.868909228697689,19.781386526518418,17.209669991696543,19.450187824736005,19.105276108835668,19.711844954482913,20.662757376152214,20.70040225376104,19.133536035250373,19.491352682479956,19.53975075258414,18.78237967125409,18.515449126198533,22.918472750058214,33.11946421163486,27.401134484817675,30.047935743466255,31.866051847969487,35.4752922911251,34.72357432063694
Ch 1 Peak Max,1418.3699334494952,1486.7290006031349,423.59382116859564,59.31499914997068,575.6773420505963,606.2996869583442,583.6426910308062,779.012771610678,796.0058560320842,837.8927406121509,801.9894677001364,855.3874388044017,980.5911746567394,950.8109429420671,940.153993539488,1062.396500643884,1041.3685700468973,1184.6472178753713,1291.7138124113721,1417.5134929173469,1267.513598192801,1407.5435419281648,1486.7290006031349,1494.6531547318343,1511.2321181149937,1554.5006180688083,1601.1398485935288,1622.7889036953811,1684.567984851211,1860.2283682712105,1828.8993179509011,1774.3092252541649,1793.1529421433365,2022.6827948663724,2010.5578362973577,2025.6272753082303,1883.4086854288007,2001.0913030248803,1868.7477742731344,1992.3681306067779,1914.0406770774007,1787.8997587494189,1841.8054285458234,1760.5902781173854,1695.4132224613086,1666.406386348703,1715.054256252692,1719.6682974174328,1451.54794651736,1285.1827249091307,1370.6905764204791,1311.5255479757302,1183.9068488815055,1083.073481588348,1153.2150526241498
Ch 1 Peak Min,488.4983158102435,486.74714262039697,58.76722216849331,8.229057079619054,420.8845599169042,405.9737242652475,420.64545468129614,358.9469269075914,455.0898801082393,517.8714770078434,589.9667730288393,574.5209301188354,598.7653396525807,568.753381040095,559.3988793597624,577.4603831483214,515.3619023750142,498.7198776359644,476.6572061388521,570.0039223596943,534.4188088523779,524.9241368091898,543.6245761813949,540.3212303915976,501.93351413543996,572.1698405518367,570.9204368863491,522.006995044585,555.7186720622042,442.8753817084262,447.2605248287091,491.1173671899205,451.53681177020417,512.3624382610426,447.7589389049183,513.8336797235406,513.7243610119513,472.786442287319,515.1641244342318,479.33223914779865,486.74714262039697,499.65276894822614,473.66058853733944,482.30616139882136,457.73936649985853,419.7822367026936,448.087189131772,416.203737889929,456.0501758100097,410.39173811813896,426.32384767524854,432.3087178943846,386.17592139794783,404.3769010709592,450.79647469857514
Ch 1 Peak Amp,929.8716176392516,954.3319243402367,426.38274273153525,59.70552628202074,154.79278213369207,200.3259626930967,162.99723634951005,420.0658447030866,340.91597592384494,320.0212636043075,212.02269467129713,280.86650868556626,381.82583500415876,382.0575619019721,380.75511417972564,484.9361174955627,526.0066676718831,685.9273402394069,815.0566062725201,847.5095705576525,733.0947893404232,882.619405118975,943.10442442174,954.3319243402367,1009.2986039795537,982.3307775169716,1030.2194117071797,1100.7819086507961,1128.8493127890067,1417.3529865627843,1381.638793122192,1283.1918580642443,1341.6161303731324,1510.3203566053298,1562.7988973924394,1511.7935955846897,1369.6843244168494,1528.3048607375613,1353.5836498389026,1513.0358914589792,1427.2935344570037,1288.2469898011927,1368.144840008484,1278.284116718564,1237.67385596145,1246.6241496460095,1266.96706712092,1303.4645595275038,995.4977707073504,874.7909867909917,944.3667287452306,879.2168300813456,797.7309274835577,678.6965805173887,702.4185779255747
Ch 1 Peak Rel Amp,1.936624972369847,2.031332344115746,0.9234334353107967,0.1293065448391276,0.36777966424867903,0.4934456363048055,0.3874931597038309,1.1702728543243106,0.7491179013753524,0.6179549904028806,0.35938073865209497,0.4888708034143701,0.6376886064008048,0.6717455660717004,0.680650477197065,0.839773829767654,1.0206549324810645,1.3753759795796485,1.7099429018914085,1.4868486642147025,1.3717608310132015,1.6814227870794358,1.7348450856405873,1.7662306618020265,2.0108213051245034,1.7168517246025232,1.8044885857050892,2.108749344550024,2.031332344115746,3.2003426812645017,3.0891140988830372,2.6128008166488232,2.9712220474637774,2.947757766418934,3.490268449390577,2.942184709258615,2.666185270480068,3.232547983702098,2.6274804196147152,3.1565493991161433,2.9323100424856885,2.5782845004801334,2.8884498164251022,2.6503582558663283,2.7038833592693248,2.9696924754081917,2.8275012047897103,3.131794457531334,2.1828689550205858,2.1315998972161734,2.2151393451125925,2.033770760774117,2.0657189723165295,1.6783762344483977,1.5581722958131972
Ch 2 Peak Width,28.980034914606634,30.45580669636371,7.75909267593498,1.0864902944239347,9.203165993266254,11.36953981298366,19.010314969157537,14.367331977202781,,19.648713159114436,,11.021861242893845,12.976448017227142,34.71145471802886,15.604515996987931,33.78229059684344,29.126955732267664,31.884131690017792,31.57862515878598,31.012338798224448,36.86059787058383,31.260739966549252,32.43319224186193,26.660315604076644,27.7785707366085,28.884375591404158,36.66619764669738,36.265879145811134,30.93436153680303,24.255032362106135,27.998825890038205,33.4603193571271,22.61869803515438,35.117964416768345,41.58158903806773,30.104239638663273,25.947753045945717,33.46528042268339,26.239098317721556,29.34842851235588,36.90964866335008,29.640719851137987,29.848866770887113,30.45580669636371,35.23847283079131,32.01637831723687,31.158110731588096,30.13464674488526,27.097311454933973,27.42035533502279,35.58856080612986,40.021641974046986,37.010922053605995,35.554388417392545,38.74673292832337
Ch 2 Peak Max,1779.983125321797,1948.7703202004009,482.76269123964363,67.60029818546363,689.03518101945,627.515719323415,628.6448692139287,799.2045848479459,,876.2540147304182,,946.9454897278357,1018.2660113779052,1116.8577395797738,1282.9689308360707,1308.7480554604751,1628.545966659612,1564.826235050894,1669.655171945391,1658.761132030372,1721.8408500008245,1708.0606916393724,1821.6956153791916,1955.3098290598398,1899.4160295803756,1997.5780546182755,1872.869545373052,1849.9246329622306,1915.8606886509092,2032.507865095289,1953.6880701854589,2002.6081525312406,2221.176616215964,2044.0774304367073,2039.0755857390584,2101.128984845779,2216.126865752752,2004.1495244266334,2150.248828386078,2200.275208377493,2116.034480767884,2231.5968432305963,2193.9711321118784,2275.2390771621667,2235.274054422668,2199.15895235302,2220.083740172039,2300.4522171690132,2298.6239166816213,2332.8848605745584,2025.52100415126,1948.7703202004009,1825.2247590210977,1780.5281105840645,1711.9615011057415
Ch 2 Peak Min,574.7670150362478,595.0143819855391,92.40972751335704,12.939950100740909,328.130686912157,411.181529523315,399.93676986378165,468.26405121685013,,549.9622251291838,,721.1683235664916,653.7584953896178,640.0659689960426,595.0143819855391,669.1324623317664,597.4214237588396,678.3235997685305,603.7043756554278,598.4789693600915,572.0140158986346,748.4206094022525,585.5352115832889,676.1972284708336,606.4146657538274,567.1458017506975,639.6473279051961,539.6973086160178,666.8989824278285,610.30135065013,678.4305725354711,652.8031736134919,736.7328367048685,539.1751776777992,611.3581009123,631.2637849718271,607.4837970886924,642.1956011160592,586.7686419058796,626.1347763541853,489.11841451089686,636.9376015398777,656.1879778147272,490.51657103580465,574.8360406105194,399.68317453719783,547.8782995365193,496.5945550176348,508.02601322531655,488.94185330986056,467.6036949647098,427.42184418145916,542.8118360854405,513.0476829891195,484.8159486201448
Ch 2 Peak Amp,1205.2161102855484,1293.0013638265482,473.5799830924502,66.31446185186796,360.904494107293,216.33418980010003,228.70809935014705,330.9405336310957,,326.2917896012344,,225.7771661613441,364.5075159882874,476.79177058373125,687.9545488505316,639.6155931287087,1031.1245429007724,886.5026352823635,1065.9507962899631,1060.2821626702805,1149.8268341021899,959.6400822371199,1236.1604037959028,1279.1126005890062,1293.0013638265482,1430.432252867578,1233.222217467856,1310.2273243462128,1248.9617062230807,1422.206514445159,1275.2574976499877,1349.8049789177487,1484.4437795110953,1504.9022527589082,1427.7174848267584,1469.865199873952,1608.6430686640597,1361.9539233105743,1563.4801864801984,1574.1404320233078,1626.916066256987,1594.6592416907185,1537.7831542971512,1784.722506126362,1660.4380138121487,1799.4757778158223,1672.2054406355198,1803.8576621513785,1790.5979034563047,1843.9430072646978,1557.9173091865503,1521.3484760189417,1282.4129229356572,1267.480427594945,1227.1455524855967
